sex,year,gwa,strand,current_course,first_choice,second_choice,third_choice,quality_instruction1,quality_instruction2,quality_instruction3,quality_instruction4,course_content1,academic_advising1,academic_advising2,college_experience1,college_experience2,interest_subject1,preparation_career1,preparation_career2,class_size1,class_size2,class_size3,failing_major1,academic_placement1,academic_placement2,personality_traits1,personality_traits2,personality_traits3,values1,values2,social_behavior1,social_behavior2,social_behavior3,social_behavior4,same_course,different_course
Male,First Year,N/A,STEM,BSCS,BSCpE,BSCS,BSIT,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,51-70,N/A,N/A,Agree,Agree,Agree,Agree,Agree,Disagree,Myself,Family,Agree,Agree,Yes,No
Female,Second Year,1.00-1.50,STEM,BSCS,BSN,BSCS,BSIT,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,51-70,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Myself,Family,Agree,Disagree,No,Yes
Male,Third Year,1.51-2.00,STEM,BSCE,BSCE,BSME,BSIT,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,51-70,Disagree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Myself,Family,Strongly Agree,Disagree,Yes,No
Male,First Year,N/A,STEM,BSIT,BSIT,BSCS,BSPsy,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,51-70,N/A,N/A,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,N/A,Myself,Family,Disagree,Disagree,Yes,No
Female,Second Year,1.51-2.00,STEM,BSCS,BSCS,BSIT,BSPsy,Agree,N/A,N/A,N/A,Agree,N/A,Agree,N/A,N/A,N/A,Agree,Strongly Agree,N/A,Agree,51-70,N/A,Agree,Agree,N/A,Agree,N/A,Strongly Agree,Disagree,Myself,Family,Disagree,Agree,No,Yes
Female,Second Year,1.51-2.00,STEM,BSEE,BSCE,BSEE,BS_Arch,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,N/A,Agree,Agree,Agree,Agree,Agree,51-70,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Myself,Family,Agree,Disagree,Yes,No
Female,First Year,N/A,TVL,BSCS,BSCS,BSIT,BSA,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,51-70,N/A,N/A,Disagree,Disagree,Agree,Agree,Agree,Agree,Myself,Family,Agree,Agree,Yes,No
Male,Third Year,1.51-2.00,BAM,BSBA_FM,BSBA_FM,BS_ENTRE,BSBA_BE,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,51-70,N/A,N/A,Disagree,Agree,Agree,N/A,Strongly Agree,Agree,Myself,Family,Agree,Strongly Agree,No,Yes
Female,Third Year,1.00-1.50,BAM,BSBA_FM,BSTM,BSBA_FM,BSBA_BE,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,51-70,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Myself,Family,Strongly Agree,Disagree,No,No
Female,Third Year,1.00-1.50,HESS,BSBA_HRM,BSHM,BSTM,BSBA_HRM,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,51-70,Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Myself,Family,Strongly Agree,Strongly Agree,No,Yes
Female,First Year,N/A,STEM,BSCE,BSCE,BSEd_Fil,BSEd_Sci,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,N/A,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,51-70,N/A,N/A,Agree,Agree,Disagree,Disagree,Agree,Agree,Myself,Family,Agree,Agree,Yes,No
Female,Second Year,1.51-2.00,HESS,BSIT,BSN,BSPT,BSPsy,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,31-50,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Myself,Family,Disagree,Strongly Disagree,Yes,No
Male,Second Year,1.51-2.00,BAM,BS_ENTRE,BS_ENTRE,BSECE,BSCE,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,51-70,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Family,Disagree,Disagree,Yes,No
Male,First Year,N/A,STEM,BSECE,BSECE,BSEE,BAC,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,31-50,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Family,Family,Disagree,Strongly Disagree,Yes,No
Male,Second Year,1.51-2.00,TVL,BSIT,BSIT,BSCS,BSCpE,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,N/A,Agree,N/A,Strongly Agree,Strongly Agree,Strongly Agree,N/A,N/A,31-50,N/A,N/A,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Myself,Family ,Disagree,Agree,Yes,No
Female,Second Year,1.51-2.00,STEM,BSCE,BSCE,BSPsy,BSN,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,31-50,N/A,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Myself,Family ,Strongly Agree,Strongly Agree,Yes,No
Female,Third Year,1.51-2.00,STEM,BSCE,BSCE,BSCHE,BSBio,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,31-50,Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Disagree,Myself,Friends and/or boyfriend/girlfriend,Agree,Disagree,No,Yes
Male,Second Year,1.00-1.50,TVL,BSIT,BSIT,BSCS,BSN,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,30-Oct,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Friends and/or boyfriend/girlfriend,Strongly Agree,Strongly Agree,Yes,No
Female,Third Year,1.51-2.00,BAM,BSBA_FM,BSA,BSBA_FM,BSBA_MM,Agree,Disagree,Disagree,Disagree,Disagree,Agree,N/A,Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,31-50,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Family,Friends and/or boyfriend/girlfriend,Agree,Agree,No,Yes
Male,Third Year,1.00-1.50,STEM,BSIT,BSIT,BSCS,BSCpE,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,31-50,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Family,Friends and/or boyfriend/girlfriend,Agree,Agree,Yes,No
Female,Third Year,1.51-2.00,TVL,BSIT,BSIT,BSPsy,BSEE,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,31-50,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Family,Friends and/or boyfriend/girlfriend,Agree,Agree,No,No
Male,Second Year,1.00-1.50,BAM,BSBA_HRM,BSA,BSBA_FM,BS_ENTRE,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,Disagree,31-50,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Family,Friends and/or boyfriend/girlfriend,Agree,Agree,No,Yes
Female,Third Year,1.51-2.00,BAM,BSREM,BSA,BSMath,BSIT,Strongly Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,31-50,Disagree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Family,Friends and/or boyfriend/girlfriend,Disagree,Disagree,Yes,Yes
Female,Third Year,1.00-1.50,BAM,BSIT,BSBA_FM,BSTM,BSIT,Agree,N/A,N/A,Disagree,N/A,Agree,N/A,N/A,Agree,N/A,Agree,Agree,N/A,Agree,31-50,Disagree,Agree,Agree,Disagree,N/A,N/A,Strongly Agree,Agree,Family,Friends and/or boyfriend/girlfriend,Agree,Agree,No,No
Female,Third Year,2.01-2.50,STEM,BSCE,BSCE,BSCHE,BSME,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,31-50,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Family,Friends and/or boyfriend/girlfriend,Strongly Agree,Strongly Disagree,No,Yes
Female,Third Year,1.00-1.50,STEM,BSIT,BSPT,BSIT,BSN,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,31-50,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Family,Friends and/or boyfriend/girlfriend,Strongly Agree,Strongly Agree,No,Yes
Female,Third Year,1.00-1.50,STEM,BSIT,BSIT,BSCS,BSPsy,Strongly Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,31-50,Disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Family,Friends and/or boyfriend/girlfriend,Disagree,Agree,No,Yes
Female,Third Year,1.51-2.00,STEM,BSIT,BSN,BSIT,BS_Arch,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,31-50,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Family,Friends and/or boyfriend/girlfriend,Disagree,Disagree,No,Yes
Female,Third Year,1.51-2.00,STEM,BSIT,BSIT,BSCS,BSA,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,31-50,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Family,Friends and/or boyfriend/girlfriend,Agree,Agree,No,Yes
Female,Second Year,1.51-2.00,BAM,BS_ENTRE,BSA,BSBA_FM,BSBA_FM,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,31-50,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Family,Friends and/or boyfriend/girlfriend,Agree,Disagree,No,Yes
Female,Third Year,2.01-2.50,STEM,BSCE,BSN,BSCE,BSBA_FM,Agree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,31-50,Strongly Disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Family,Friends and/or boyfriend/girlfriend,Agree,Strongly Agree,No,Yes
Male,Third Year,1.00-1.50,BAM,BSTM,BSTM,BSHM,BSBA_FM,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,31-50,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Family,Friends and/or boyfriend/girlfriend,Agree,Disagree,Yes,No
Female,Third Year,1.51-2.00,HESS,BSTM,BS_Arch,BSTM,BSBA_FM,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,31-50,N/A,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Family,Friends and/or boyfriend/girlfriend,Disagree,Strongly Agree,Yes,Yes
Female,Third Year,1.51-2.00,BAM,BSBA_FM,BSA,BSBA_FM,BSCE,Agree,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,N/A,Agree,Agree,Disagree,Disagree,51-70,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Family,Friends and/or boyfriend/girlfriend,Agree,Strongly Agree,No,Yes
Female,First Year,N/A,STEM,BSCE,BSN,BSPsy,BSCE,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,N/A,Disagree,Strongly Agree,Agree,Agree,Agree,51-70,Agree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Family,Friends and/or boyfriend/girlfriend,Strongly Agree,Agree,Yes,Yes
Female,First Year,N/A,STEM,BSIT,BSN,BSPsy,BSCE,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,N/A,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,51-70,N/A,N/A,Strongly Agree,Disagree,Agree,Disagree,Agree,Disagree,Family,Friends and/or boyfriend/girlfriend,Disagree,Disagree,Yes,Yes
Female,Second Year,1.00-1.50,BAM,BSA,BSA,BSIT,BSCpE,Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,N/A,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,51-70,Disagree,Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Disagree,Agree,Family,Friends and/or boyfriend/girlfriend,Disagree,Strongly Disagree,No,Yes
Female,Third Year,1.00-1.50,BAM,BSREM,BSA,BSBA_BE,BSME,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,51-70,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Family,Friends and/or boyfriend/girlfriend,Agree,Strongly Agree,No,Yes
Female,Third Year,1.51-2.00,BAM,BSREM,BSA,BSBA_FM,BSPsy,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,51-70,N/A,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Family,Friends and/or boyfriend/girlfriend,Agree,Agree,Yes,Yes
Female,Third Year,1.00-1.50,BAM,BSBA_FM,BSBA_MM,BSA,BSBA_FM,Strongly Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,51-70,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Family,Friends and/or boyfriend/girlfriend,Strongly Agree,Disagree,Yes,Yes
Male,First Year,N/A,STEM,BSCS,BSCS,BSIT,BSN,Agree,Agree,Disagree,N/A,Agree,Agree,Agree,N/A,Agree,N/A,Agree,Agree,N/A,Agree,31-50,N/A,N/A,Agree,N/A,Agree,Agree,Agree,N/A,Family,Friends and/or boyfriend/girlfriend,N/A,Agree,Yes,Yes
Male,Second Year,1.00-1.50,STEM,BSIT,BSN,BSBio,BS_Chem,Strongly Agree,Disagree,Strongly Agree,Agree,N/A,N/A,Disagree,Disagree,Disagree,N/A,Agree,Agree,Agree,Agree,51-70,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Family,Friends and/or boyfriend/girlfriend,Agree,N/A,No,No
Female,Second Year,2.51-3.00,STEM,BSCE,BSTM,BSCE,BSPT,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,51-70,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Family,Friends and/or boyfriend/girlfriend,Disagree,Agree,No,Yes
Male,Second Year,1.51-2.00,STEM,BSIT,BSIT,BS_Arch,BSCE,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,31-50,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Agree,Family,Friends and/or boyfriend/girlfriend,Agree,Strongly Agree,No,Yes
Female,Third Year,1.51-2.00,TVL,BSBA_HRM,BSHM,BSBA_HRM,BS_Arch,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Agree,31-50,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Family,Friends and/or boyfriend/girlfriend,Agree,Disagree,No,No
Male,Third Year,1.51-2.00,STEM,BSCE,BSCE,BSME,BSCpE,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,31-50,Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Friends and/or boyfriend/girlfriend,Friends and/or boyfriend/girlfriend,Agree,Agree,Yes,No
Male,Second Year,1.51-2.00,STEM,BSCE,BSCE,BSME,BSEE,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,31-50,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Friends and/or boyfriend/girlfriend,Friends and/or boyfriend/girlfriend,Strongly Agree,Strongly Agree,Yes,No
Male,Second Year,1.51-2.00,SA,BSCE,BSME,BSCpE,BSIT,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Disagree,31-50,Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Friends and/or boyfriend/girlfriend,Friends and/or boyfriend/girlfriend,Agree,Agree,No,Yes
Female,Third Year,1.51-2.00,STEM,BSCE,BSCE,BSEE,BSME,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,31-50,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Friends and/or boyfriend/girlfriend,Friends and/or boyfriend/girlfriend,Disagree,Agree,Yes,No
Male,Third Year,1.00-1.50,TVL,BSCE,BS_Arch,BSME,BSA,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,N/A,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,31-50,Disagree,Agree,Strongly Agree,N/A,Agree,Agree,Agree,Strongly Disagree,Friends and/or boyfriend/girlfriend,Friends and/or boyfriend/girlfriend,Agree,Agree,Yes,No
Female,Second Year,1.00-1.50,STEM,BSIT,BSN,BSPsy,BSBio,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Disagree,Disagree,31-50,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Friends and/or boyfriend/girlfriend,Friends and/or boyfriend/girlfriend,Strongly Disagree,Strongly Disagree,No,Yes
Male,Third Year,2.51-3.00,TVL,BSCS,BSCS,BSIT,BSEE,Agree,N/A,N/A,Disagree,N/A,Disagree,Agree,Disagree,N/A,Disagree,Agree,Strongly Agree,Disagree,Disagree,51-70,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Friends and/or boyfriend/girlfriend,Friends and/or boyfriend/girlfriend,Disagree,Agree,No,Yes
Female,Third Year,2.51-3.00,STEM,BSCpE,BSBA_MM,BSTM,BS_Arch,Strongly Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Agree,31-50,Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Institution,Friends and/or boyfriend/girlfriend,Strongly Disagree,Strongly Agree,No,Yes
Male,Third Year,2.51-3.00,BAM,BSIT,BSIT,BSCpE,BSCS,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,30-Oct,N/A,N/A,Agree,Agree,Agree,Agree,Agree,Agree,Myself,Friends and/or boyfriend/girlfriend,Agree,Disagree,Yes,No
Male,Third Year,1.51-2.00,TVL,BSBA_HRM,BSBA_HRM,BSBA_BE,BSHM,Strongly Agree,Disagree,N/A,Agree,Agree,Strongly Disagree,Agree,N/A,N/A,Strongly Agree,Strongly Agree,Agree,Disagree,N/A,30-Oct,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Myself,Friends and/or boyfriend/girlfriend,Disagree,Strongly Disagree,No,Yes
Female,Third Year,1.51-2.00,BAM,BSBA_OM,BSPT,BSBA_HRM,BSHM,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,30-Oct,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Myself,Friends and/or boyfriend/girlfriend,Agree,Disagree,Yes,No
Male,First Year,N/A,STEM,BSMfgE,BSCE,BSCHE,BSME,Agree,N/A,Agree,Disagree,Agree,Agree,Agree,N/A,N/A,Agree,Agree,Agree,Agree,Disagree,30-Oct,N/A,N/A,Strongly Agree,N/A,N/A,N/A,Agree,Agree,Myself,Friends and/or boyfriend/girlfriend,Disagree,Disagree,Yes,No
Female,Third Year,1.00-1.50,STEM,BSCE,BSCE,BSN,BSPT,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Agree,N/A,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,30-Oct,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Myself,Friends and/or boyfriend/girlfriend,Agree,Disagree,No,Yes
Male,Second Year,1.00-1.50,HESS,BSREM,BSN,BSME,BSTM,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,30-Oct,Strongly Disagree,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Myself,Friends and/or boyfriend/girlfriend,Agree,Agree,No,Yes
Female,Third Year,1.51-2.00,BAM,BSBA_HRM,BSPsy,BSBA_HRM,BSBA_FM,Strongly Agree,Agree,Disagree,Agree,N/A,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,N/A,N/A,30-Oct,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Myself,Friends and/or boyfriend/girlfriend,Agree,Disagree,Yes,No
Female,Third Year,1.00-1.50,STEM,BSBA_HRM,BSPsy,BSPT,BSBA_HRM,Strongly Agree,Disagree,Agree,Agree,Disagree,Disagree,N/A,Disagree,Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,30-Oct,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,N/A,Myself,Friends and/or boyfriend/girlfriend,Agree,Disagree,Yes,No
Female,Third Year,1.51-2.00,HESS,BSBA_HRM,BSPsy,BSBA_HRM,BAC,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,31-50,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Myself,Friends and/or boyfriend/girlfriend,Strongly Agree,Strongly Agree,No,Yes
Female,Third Year,1.00-1.50,BAM,BSA,BSA,BSPsy,BAC,Strongly Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,31-50,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Myself,Friends and/or boyfriend/girlfriend,Strongly Agree,Strongly Agree,No,Yes
Female,Third Year,1.00-1.50,TVL,BSIT,BSIT,BAC,BPA,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,31-50,N/A,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Myself,Friends and/or boyfriend/girlfriend,Strongly Agree,Disagree,No,Yes
Male,Second Year,1.51-2.00,STEM,BSTM,BSCE,BMMP,BSBA_MM,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,N/A,Strongly Agree,31-50,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Myself,Friends and/or boyfriend/girlfriend,Agree,Agree,Yes,No
Male,Third Year,1.00-1.50,BAM,BSBA_FM,BS_Arch,BSBA_FM,BSBA_MM,Strongly Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,31-50,Disagree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Myself,Friends and/or boyfriend/girlfriend,Strongly Agree,Disagree,No,Yes
Male,Third Year,1.00-1.50,BAM,BSREM,BSA,BSBA_FM,BSBA_MM,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,31-50,Disagree,N/A,Agree,Agree,Agree,Agree,Agree,Disagree,Myself,Friends and/or boyfriend/girlfriend,Agree,Agree,Yes,No
Female,Second Year,1.00-1.50,BAM,BSA,BSA,BSBA_FM,BSBA_OM,Agree,N/A,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,31-50,Disagree,Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Myself,Friends and/or boyfriend/girlfriend,Agree,Agree,No,No
Male,Third Year,2.01-2.50,STEM,BSCE,BSCE,BS_Arch,BSCHE,Agree,Strongly Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Agree,31-50,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Myself,Friends and/or boyfriend/girlfriend,Agree,Disagree,Yes,No
