sex,year,current_course,gwa,strand,first_choice,second_choice,third_choice,decision_making1,decision_making2,decision_making3,decision_making4,decision_making5,decision_making6,decision_making7,decision_making8,personal_assessment1,personal_assessment2,personal_assessment3,course_environment1,course_environment2,course_environment3,course_environment4,course_environment5,course_satisfaction1,course_satisfaction2,course_satisfaction3,course_satisfaction4,academic_experience1,academic_experience2,academic_experience3,academic_experience4,academic_experience5,academic_experience6,academic_experience7,same_course,different_course
Female,First Year,BSCpE,N/A,BAM,BSA,BSCpE,BSCE,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Relatives,Relatives,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,51-70,Disagree,Agree,Strongly Disagree,Disagree,N/A,N/A,N/A,N/A,N/A,Strongly Agree,N/A,Yes,No
Female,First Year,BSCHE,N/A,STEM,BSCHE,BSCE,BSECE,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Parents,Myself,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,31-50,Agree,Agree,Disagree,Disagree,N/A,N/A,Agree,Disagree,Agree,Strongly Agree,Disagree,No,No
Male,First Year,BSCpE,N/A,TVL,BSIT,BSCpE,BSCS,Agree,Disagree,Agree,Agree,Agree,Agree,Myself,Parents,Agree,Agree,Strongly Agree,N/A,Agree,Strongly Agree,Agree,51-70,Agree,Strongly Agree,Disagree,Agree,N/A,N/A,Agree,N/A,Agree,Agree,Strongly Agree,Yes,No
Male,Second Year,BSCE,1.00-1.50,STEM,BSCE,BSPsy,BSME,Agree,Disagree,Agree,Agree,Agree,Disagree,Myself,Parents,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,31-50,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,No,Yes
Female,Third Year,BSCpE,1.51-2.00,STEM,BSCpE,BSIT,BSBio,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Myself,Parents,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,31-50,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Agree,No,Yes
Male,Second Year,BSCHE,1.00-1.50,STEM,BSCHE,BSCHE,BSCHE,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Relatives,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Disagree,31-50,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Agree,Yes,No
Female,Second Year,BSCE,1.51-2.00,HESS,BSCE,BSBAFM,BSTM,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Parents,Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,51-70,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Disagree,No,Yes
Male,Second Year,BSCpE,1.00-1.50,STEM,BSCS,BSCpE,BSME,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Other,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Disagree,31-50,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Yes,No
Female,Third Year,BSCE,1.00-1.50,STEM,BSCE,BSCHE,BSMath,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Myself,Myself,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Agree,31-50,Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Disagree,Yes,No
Female,Third Year,BSCpE,1.00-1.50,STEM,BSCpE,BSIT,BSCS,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Agree,Myself,Relatives,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,31-50,Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Yes,Yes
Female,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSEE,BSECE,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Relatives,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,31-50,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,No
Female,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSBAFM,BSA,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Friends and/or boyfriend/girlfriend,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,31-50,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,No,Yes
Female,First Year,BSCHE,N/A,STEM,BSCHE,BSECE,BSMath,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Teachers,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,31-50,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,N/A,N/A,N/A,N/A,N/A,Agree,N/A,Yes,No
Female,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSME,BSA,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Parents,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,31-50,Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Agree,Yes,No
Male,Second Year,BSCHE,1.51-2.00,STEM,BSCHE,BSCE,BSMath,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Teachers,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Disagree,Disagree,Agree,Disagree,N/A,Disagree,N/A,Strongly Agree,Disagree,Yes,No
Female,First Year,BSCHE,N/A,STEM,BSChem,BSCHE,BSBio,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Myself,Parents,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Disagree,31-50,Agree,Agree,Agree,Disagree,N/A,N/A,Agree,Agree,Agree,Agree,Agree,Yes,No
Male,Second Year,BSIT,1.00-1.50,STEM,BSCE,BSIT,BSENTRE,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Parents,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,31-50,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Yes,No
Male,Second Year,BSIT,1.00-1.50,TVL,BSIT,BSCS,BSCpE,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Teachers,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,31-50,Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Yes,No
Female,Third Year,BSCHE,2.01-2.50,STEM,BSMfgE,BSN,BSPT,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Myself,Myself,Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,Agree,31-50,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,No,Yes
Female,Third Year,BSCpE,1.00-1.50,STEM,BSCpE,BSCS,BAC,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Teachers,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,51-70,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Yes,No
Female,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSME,BSA,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Myself,Parents,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,31-50,Agree,Agree,Disagree,Disagree,Agree,Disagree,N/A,Disagree,Disagree,Strongly Agree,Strongly Disagree,Yes,Yes
Male,Second Year,BSIT,1.51-2.00,TVL,BSIT,BSCS,BSBAFM,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Parents,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,31-50,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Agree,Yes,Yes
Female,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSME,BSECE,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Parents,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,31-50,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,N/A,Strongly Agree,Disagree,Yes,No
Female,Third Year,BSCE,2.01-2.50,STEM,BSCE,BSMath,BSCE,Strongly Agree,Disagree,Disagree,Agree,Agree,Disagree,Myself,Teachers,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,51-70,Disagree,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,N/A,Disagree,Disagree,Yes,No
Female,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSA,BSMath,Agree,Agree,Agree,Strongly Agree,Agree,N/A,Myself,Parents,Agree,Agree,N/A,Agree,Agree,Disagree,Agree,31-50,Agree,Agree,Strongly Disagree,N/A,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Yes,No
Male,Third Year,BSCE,1.00-1.50,STEM,BSCE,BSEE,BSME,Agree,Disagree,Agree,Agree,Agree,Agree,Myself,Parents,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,31-50,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Yes,No
Male,Second Year,BSCE,1.51-2.00,STEM,BSArch,BSCE,BSCHE,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,N/A,Myself,Parents,Agree,Agree,Disagree,Agree,N/A,Agree,Agree,31-50,Agree,Disagree,Disagree,N/A,Strongly Agree,Strongly Disagree,Disagree,Agree,N/A,Strongly Agree,Agree,No,Yes
Female,First Year,BSCS,N/A,STEM,BSCS,BSBAFM,BSA,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Myself,Myself,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,51-70,Strongly Agree,Strongly Agree,Agree,Disagree,N/A,N/A,N/A,Strongly Agree,N/A,Agree,Agree,Yes,No
Male,Third Year,BSCE,2.01-2.50,STEM,BSCE,BSArch,BSCHE,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Myself,Friends and/or boyfriend/girlfriend,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,31-50,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,No
Male,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSCHE,BSChem,Strongly Agree,Disagree,Agree,Agree,N/A,Strongly Agree,Myself,Other,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Agree,51-70,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Yes,No
Female,Second Year,BSCE,1.51-2.00,STEM,BSCE,BSME,BSEE,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Myself,Parents,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Disagree,N/A,Agree,N/A,No,Yes
Female,Second Year,BSCHE,1.00-1.50,STEM,BSCE,BSCHE,BSME,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Myself,Teachers,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,31-50,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Yes,No
Male,Third Year,BSIT,1.00-1.50,STEM,BSCS,BSIT,BSCpE,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Myself,Parents,Agree,Agree,Agree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Yes,Yes
Female,Third Year,BSCE,2.51-3.00,STEM,BSCE,BSArch,BSBAHRM,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Teachers,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,31-50,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Yes,Yes
Male,Second Year,BSECE,1.00-1.50,STEM,BSCHE,BSCE,BSChem,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Strongly Disagree,Myself,Teachers,Strongly Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Disagree,31-50,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Strongly Disagree,Agree,No,No
Female,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSME,BSEE,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Myself,Teachers,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,31-50,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,No
Female,Third Year,BSIT,1.00-1.50,HESS,BECEd,BEEd,BSNEd,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Teachers,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,31-50,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Agree,No,No
Male,Third Year,BSME,1.51-2.00,STEM,BSME,BSEE,BSIT,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Parents,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,31-50,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Yes,No
Female,Second Year,BSIT,2.01-2.50,TVL,BSIT,BSBAHRM,BSPsy,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Myself,Parents,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,31-50,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,No,Yes
Female,Second Year,BSCHE,1.00-1.50,STEM,BSA,BSPsy,BSCHE,Agree,Disagree,Agree,Agree,Agree,Agree,Teachers,Teachers,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,31-50,Agree,Agree,Disagree,Agree,N/A,Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,N/A,No,No
Female,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSPsy,BSBio,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Parents,Parents,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,31-50,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Disagree,No,Yes
Male,Second Year,BSCS,1.51-2.00,TVL,BSIT,BSCS,BSENTRE,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Relatives,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,51-70,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Yes,No
Male,Second Year,BSCS,1.00-1.50,TVL,BSIT,BSCpE,BSCS,Strongly Agree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Myself,Other,Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,51-70,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Disagree,Yes,No
Male,Third Year,BSCS,1.51-2.00,STEM,BSCS,BSIT,BSCpE,Strongly Agree,Strongly Disagree,Agree,Agree,Disagree,Agree,Myself,Other,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,31-50,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Agree,Yes,No
Male,First Year,BSCS,N/A,HESS,BSCS,BSCE,BSIT,Agree,Agree,Agree,Agree,Agree,Agree,Myself,Parents,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,31-50,Agree,Agree,Disagree,Disagree,N/A,N/A,Agree,Agree,Agree,Agree,Strongly Agree,Yes,Yes
Female,Third Year,BSCS,1.51-2.00,TVL,BSIT,BSCS,BSCpE,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,N/A,Myself,Myself,Disagree,Agree,Disagree,Agree,Agree,N/A,N/A,31-50,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,No,Yes
Female,Third Year,BSCS,1.00-1.50,STEM,BSPT,BSBio,BSCS,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Parents,Disagree,Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,31-50,Agree,N/A,Disagree,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,N/A,No,Yes
Male,First Year,BSCpE,N/A,STEM,BSCE,BSCpE,BSME,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Parents,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,51-70,Disagree,Disagree,Disagree,Agree,N/A,N/A,Disagree,Agree,Agree,Strongly Agree,Disagree,No,Yes
Male,First Year,BSCpE,N/A,STEM,BSCE,BSCpE,BSIT,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Parents,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,51-70,Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Yes,Yes
Female,Third Year,BSCS,1.00-1.50,STEM,BSBio,BSN,BSCS,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Myself,Teachers,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,31-50,Disagree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Disagree,No,No
Male,First Year,BSCpE,N/A,STEM,BSIT,BSCpE,BSCS,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Parents,Parents,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,51-70,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,No,Yes
Male,First Year,BSCpE,N/A,STEM,BSIT,BSCS,BSCpE,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,51-70,Strongly Agree,Strongly Agree,Agree,Agree,N/A,N/A,Agree,Agree,Disagree,Strongly Agree,N/A,Yes,No
Female,First Year,BSCpE,N/A,HESS,BSCS,BSPsy,BSN,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Relatives,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,51-70,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Yes,Yes
Male,Third Year,BSCS,1.00-1.50,STEM,BSCS,BSIT,BSCpE,Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Myself,Myself,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,31-50,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,N/A,Agree,Disagree,Agree,Yes,No
Female,Second Year,BSCS,2.51-3.00,STEM,BSIT,BSCS,BSCpE,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Parents,Parents,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,51-70,Agree,Disagree,Disagree,Disagree,N/A,Agree,Agree,Agree,Agree,Strongly Agree,Agree,No,Yes
Female,Second Year,BSCS,2.01-2.50,TVL,BSIT,BSCE,BSCpE,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Other,Myself,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,51-70,Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,No,Yes
Male,First Year,BSCpE,N/A,STEM,BSCpE,BSCS,BSIT,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Parents,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,51-70,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,N/A,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Yes,No
Male,First Year,BSCpE,N/A,BAM,BSCE,BSCpE,BSECE,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Parents,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,51-70,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,N/A,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,No
Male,First Year,BSCpE,N/A,TVL,BSIT,BSCS,BSCpE,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Teachers,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,51-70,Agree,Agree,Disagree,Agree,N/A,N/A,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Yes,No
Male,First Year,BSCpE,N/A,TVL,BSCpE,BSIT,BSECE,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Myself,Relatives,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,51-70,Disagree,Agree,Disagree,Disagree,N/A,N/A,N/A,N/A,N/A,Strongly Agree,N/A,No,Yes
Male,Second Year,BSCS,1.00-1.50,TVL,BSCS,BSIT,BSCpE,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Parents,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,51-70,Agree,Agree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Agree,No,No
Female,Second Year,BSCS,1.00-1.50,TVL,BSCS,BSIT,BSPsy,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Myself,Parents,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,51-70,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Yes,No
Female,First Year,BSCpE,N/A,STEM,BSCE,BSCpE,BSN,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Parents,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,51-70,Strongly Agree,Strongly Agree,Agree,Agree,N/A,N/A,Agree,Disagree,Agree,Strongly Agree,Agree,Yes,No
Female,Second Year,BSCE,1.51-2.00,BAM,BSA,BSTM,BSCE,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Myself,Friends and/or boyfriend/girlfriend,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,31-50,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Disagree,No,No
Male,Third Year,BSCpE,1.51-2.00,STEM,BSCpE,BSIT,BSCS,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Teachers,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,31-50,Agree,Strongly Agree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Agree,Agree,Yes,Yes
Male,Third Year,BSCpE,1.51-2.00,STEM,BSCHE,BSCpE,BSIT,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Myself,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,31-50,Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Agree,No,Yes
Male,Third Year,BSCpE,1.51-2.00,STEM,BSChem,BSCpE,BSIT,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Myself,Siblings,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Disagree,31-50,Disagree,Agree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Yes,No
Female,Third Year,BSCS,1.00-1.50,BAM,BSA,BSPsy,BSCE,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Other,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Disagree,31-50,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Disagree,Yes,No
Male,Third Year,BSCpE,1.00-1.50,STEM,BSCpE,BSCS,BSEdMath,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,31-50,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,No,No
Male,First Year,BSCS,N/A,STEM,BSCS,BSIT,BSCpE,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,Myself,Relatives,Agree,Strongly Agree,Strongly Agree,Agree,Agree,N/A,Strongly Agree,31-50,Agree,Strongly Agree,Agree,Strongly Disagree,N/A,N/A,Agree,Agree,Strongly Agree,Disagree,N/A,Yes,No
Female,First Year,BSCS,N/A,STEM,BSCS,BSIT,BSIT,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Relatives,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,31-50,Agree,Strongly Agree,Agree,Disagree,N/A,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Yes,No
Female,Third Year,BSCS,1.51-2.00,BAM,BSA,BSCS,BSIT,Agree,Agree,Disagree,Agree,Agree,Disagree,Myself,Siblings,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,31-50,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Yes,No
