Sex,Year,Current_Course,SHS_Strand,First_Choice,Second_Choice,Third_Choice,Decision_Making1,Decision_Making2,Decision_Making3,Decision_Making4,Decision_Making5,Personal_Assessment1,Personal_Assessment2,Personal_Assessment3,Personal_Assessment4,Personal_Assessment5,Course_Environment1,Course_Environment2,Course_Environment3,Course_Environment4,Course_Environment5,Course_Satisfaction1,Course_Satisfaction2,Course_Satisfaction3,Course_Satisfaction4,Course_Satisfaction5,Academic_Experience1,Academic_Experience2,Academic_Experience3,Academic_Experience4,Academic_Experience5,Same_Course,Different_Course
Female,Second Year,BS_ENTRE,BAM,BSA,BSBA_FM,BS_ENTRE,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Agree,Agree,Disagree,Family,Agree,Disagree,Agree,Disagree,Agree,31-50,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,No,Yes
Female,Second Year,BSCS,TVL,BSCS,BSCpE,BSIT,Agree,Disagree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Agree,Family,Agree,Disagree,Disagree,Agree,Agree,31-50,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Yes,Yes
Female,Third Year,BSIT,STEM,BSPsy,BS_Arch,BSIT,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Disagree,Agree,Disagree,Family,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,31-50,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,No,Yes
Female,Second Year,BSIT,BAM,BSBA_FM,BSA,BSIT,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Strongly Disagree,Strongly Disagree,Strongly Disagree,Family,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,31-50,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,No,Yes
Male,Third Year,BSIT,STEM,BS_Arch,BSCE,BSIT,Agree,Agree,Strongly Agree,Strongly Agree,Myself,Disagree,Agree,Disagree,Family,Agree,Agree,Agree,Strongly Agree,Disagree,31-50,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,No,Yes
Female,Third Year,BSIT,STEM,BSEE,BSCS,BSIT,Agree,Agree,Agree,Agree,Myself,Agree,Agree,Agree,Family,Agree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,No,Yes
Male,Third Year,BSIT,STEM,BSCE,BSECE,BSIT,Disagree,Agree,Strongly Agree,Strongly Agree,Myself,Disagree,Disagree,Disagree,Family,Agree,Disagree,Agree,Agree,Disagree,31-50,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Agree,Yes,Yes
Male,Second Year,BSME,STEM,BSCE,BSME,BSIT,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Agree,Agree,Agree,Family,Agree,Disagree,Agree,Agree,Strongly Disagree,31-50,Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Yes,Yes
Male,Second Year,BSIT,TVL,BSIT,BS_Arch,BSMfgE,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Agree,Family,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,31-50,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Yes,Yes
Male,Second Year,BSIT,STEM,BSIT,BSCS,BSMath,Agree,Agree,Agree,Strongly Agree,Myself,Disagree,Agree,Strongly Disagree,Family,Agree,Strongly Disagree,Agree,Agree,Agree,31-50,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Yes,Yes
Female,Second Year,BSCE,STEM,BS_Arch,BSCE,BSME,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Strongly Agree,Agree,Agree,Family,Agree,Agree,Agree,Agree,Disagree,31-50,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,No,Yes
Male,Third Year,BSCE,STEM,BSCE,BSEE,BSME,Strongly Agree,Strongly Agree,Agree,Agree,Myself,Strongly Agree,Strongly Agree,Agree,Family,Strongly Agree,Agree,Agree,Agree,Agree,31-50,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Yes,Yes
Female,First Year,BSECE,STEM,BSBio,BSPsy,BSN,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Strongly Disagree,Disagree,Strongly Disagree,Family,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,31-50,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,No,Yes
Female,Third Year,BSIT,TVL,BSIT,BSCE,BSN,Agree,Agree,Agree,Agree,Myself,Agree,Agree,Disagree,Family,Agree,Disagree,Agree,Agree,Disagree,31-50,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,No,Yes
Female,Third Year,BSIT,TVL,BSIT,BSCS,BSN,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Disagree,Agree,Disagree,Family,Disagree,Disagree,Agree,Agree,Agree,31-50,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,No,Yes
Female,Third Year,BSCE,STEM,BSCE,BSME,BSPT,Agree,Agree,Agree,Agree,Myself,Agree,Agree,Strongly Disagree,Family,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,31-50,Agree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,No,Yes
Female,Third Year,BSIT,TVL,BSIT,BSCS,BSPsy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Agree,Family,Agree,Disagree,Disagree,Agree,Agree,31-50,Disagree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,Yes,Yes
Female,Second Year,BSIT,STEM,BSN,BSIT,BSPsy,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Disagree,Disagree,Disagree,Family,Agree,Disagree,Agree,Strongly Agree,Agree,31-50,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,No,Yes
Female,Third Year,BSA,BAM,BSA,BSBA_FM,BSTM,Agree,Agree,Strongly Agree,Strongly Agree,Myself,Disagree,Disagree,Disagree,Family,Disagree,Agree,Disagree,Agree,Strongly Agree,31-50,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,No,Yes
Female,Third Year,BSIT,TVL,BSIT,BSCpE,BSTM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Disagree,Family,Agree,Strongly Agree,Agree,Strongly Agree,Agree,31-50,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,No,Yes
Female,Third Year,BSTM,HESS,BSPsy,BSTM,BSEd_SS,Agree,Disagree,Strongly Agree,Agree,Myself,Agree,Agree,Agree,Family,Agree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,No,Yes
Female,Third Year,BSCHE,STEM,BSCHE,BSChem,BSA,Agree,Agree,Strongly Agree,Strongly Agree,Family,Disagree,Disagree,Disagree,Family,Disagree,Agree,Agree,Agree,Agree,31-50,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,No,Yes
Female,Third Year,BSCE,STEM,BSCE,BSECE,BSA,Agree,Disagree,Agree,Agree,Family,Agree,Agree,Strongly Disagree,Family,Agree,Disagree,Agree,Disagree,Agree,31-50,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,No,Yes
Male,Second Year,BSIT,TVL,BSIT,BSEd_SS,BSBA_HRM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Family,Strongly Agree,Strongly Agree,Strongly Agree,Family,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,31-50,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,No,Yes
Male,Second Year,BSA,BAM,BSA,BSBA_FM,BSBA_MM,Agree,Agree,Strongly Agree,Strongly Agree,Family,Agree,Agree,Agree,Family,Agree,Strongly Disagree,Agree,Agree,Agree,31-50,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Yes,Yes
Female,Third Year,BSCS,STEM,BSCS,BSIT,BSCpE,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Family,Agree,Disagree,Disagree,Family,Agree,Disagree,Agree,Agree,Disagree,31-50,Disagree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,No,Yes
Female,Third Year,BSCS,STEM,BSCS,BSIT,BSCpE,Agree,Agree,Agree,Strongly Agree,Family,Agree,Agree,Disagree,Family,Agree,Agree,Agree,Strongly Agree,Disagree,31-50,Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,Disagree,Strongly Agree,Disagree,Yes,Yes
Female,Third Year,BSIT,TVL,BSIT,BSCpE,BSCS,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Family,Agree,Agree,Agree,Family,Agree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,No,Yes
Female,Third Year,BSBA_FM,BAM,BSTM,BSBA_FM,BSN,Agree,Agree,Strongly Agree,Strongly Agree,Family,Disagree,Agree,Disagree,Family,Disagree,Disagree,Disagree,Strongly Agree,Agree,31-50,Agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,No,Yes
Male,First Year,BSMfgE,TVL,BSIT,BSCpE,BAC,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Family,Strongly Disagree,Agree,Agree,Family,Agree,Strongly Agree,Strongly Agree,Agree,Agree,31-50,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,No,Yes
Male,Second Year,BSIT,TVL,BSCE,BSIT,BPA,Strongly Agree,Agree,Agree,Agree,Family,Agree,Agree,Agree,Family,Agree,Disagree,Disagree,Agree,Disagree,31-50,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Yes,Yes
Female,Third Year,BSCS,BAM,BSCS,BSA,BSBA_OM,Agree,Agree,Strongly Agree,Strongly Agree,Family,Disagree,Disagree,Disagree,Family,Disagree,Disagree,Disagree,Disagree,Disagree,31-50,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,No,Yes
Male,Second Year,BSCE,STEM,BSCE,BSA,BSCS,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Family,Disagree,Agree,Agree,Family,Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,31-50,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,No,Yes
Female,Third Year,BSCE,STEM,BSCE,BSA,BSIT,Agree,Strongly Agree,Strongly Agree,Agree,Family,Disagree,Disagree,Disagree,Family,Disagree,Disagree,Agree,Agree,Agree,31-50,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Disagree,No,Yes
Female,Third Year,BSCpE,STEM,BSCpE,BSIT,BSME,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Family,Agree,Agree,Agree,Family,Agree,Agree,Agree,Agree,Strongly Disagree,31-50,Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,No,Yes
Male,First Year,BSMfgE,STEM,BSN,BSCE,BSME,Agree,Agree,Strongly Agree,Strongly Agree,Family,Strongly Agree,Strongly Agree,Strongly Agree,Family,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,31-50,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,No,Yes
Female,Second Year,BSECE,STEM,BSBio,BSN,BSPT,Agree,Agree,Strongly Agree,Strongly Agree,Family,Disagree,Strongly Disagree,Strongly Disagree,Family,Strongly Disagree,Disagree,Disagree,Agree,Strongly Disagree,31-50,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,No,Yes
Female,First Year,BSECE,STEM,BSCHE,BSCpE,BSPsy,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Myself,Agree,Disagree,Strongly Disagree,Myself ,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,31-50,Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Yes,Yes
Male,Second Year,BSIT,STEM,BS_Arch,BSIT,BSBio,Agree,Agree,Agree,Agree,Myself,Agree,Agree,Agree,Family,Agree,Agree,Agree,Agree,Disagree,31-50,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Agree,Yes,Yes
Female,Third Year,BSBA_HRM,BAM,BPA,BSBA_HRM,BSBA_BE,Agree,Agree,Agree,Agree,Myself,Disagree,Disagree,Disagree,Family,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,31-50,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,No,Yes
Female,Third Year,BSA,BAM,BSA,BSBA_FM,BSEd_Math,Agree,Agree,Strongly Agree,Strongly Agree,Myself,Strongly Disagree,Agree,Agree,Family,Strongly Disagree,Agree,Agree,Strongly Agree,Disagree,31-50,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree,No,Yes
Female,Second Year,BS_ENTRE,BAM,BSBA_FM,BS_ENTRE,BSBA_MM,Agree,Agree,Agree,Agree,Myself,Agree,Agree,Agree,Family,Agree,Agree,Agree,Agree,Disagree,31-50,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Yes,Yes
Female,Third Year,BSTM,BAM,BSTM,BSHM,BSBA_MM,Strongly Agree,Disagree,Agree,Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Family,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,31-50,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,No,Yes
Female,Second Year,BSIT,STEM,BSIT,BSCS,BSBA_MM,Disagree,Agree,Strongly Agree,Strongly Agree,Myself,Strongly Disagree,Agree,Disagree,Family,Strongly Disagree,Agree,Disagree,Strongly Disagree,Disagree,31-50,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree,No,Yes
Male,Third Year,BSCS,STEM,BSIT,BSCS,BSCpE,Agree,Disagree,Agree,Strongly Agree,Myself,Agree,Agree,Disagree,Family,Agree,Disagree,Disagree,Agree,Strongly Disagree,31-50,Disagree,Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,Agree,Disagree,No,Yes
Male,Second Year,BSME,HESS,BSME,BSEE,BSECE,Agree,Agree,Strongly Agree,Agree,Myself,Agree,Agree,Agree,Family,Agree,Agree,Strongly Agree,Agree,Agree,31-50,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Yes,Yes
Female,Third Year,BSBA_BE,BAM,BSBA_BE,BSBA_MM,BS_ENTRE,Agree,Agree,Strongly Agree,Strongly Agree,Myself,Disagree,Agree,Disagree,Family,Disagree,Agree,Agree,Agree,Agree,31-50,Strongly Disagree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Disagree,No,Yes
Female,Third Year,BSIT,TVL,BSIT,BSCS,BSHM,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Strongly Disagree,Strongly Disagree,Family,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,31-50,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,No,Yes
Female,Second Year,BSCpE,TVL,BSIT,BSCpE,BSCS,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Myself,Agree,Disagree,Disagree,Family,Agree,Disagree,Agree,Agree,Agree,31-50,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Yes,Yes
Male,Third Year,BSBA_BE,BAM,BSBA_MM,BSBA_HRM,BSBA_BE,Agree,Disagree,Agree,Disagree,Myself,Strongly Disagree,Strongly Disagree,Strongly Disagree,Teachers,Disagree,Disagree,Disagree,Disagree,Agree,31-50,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,No,Yes
Male,Third Year,BSIT,STEM,BSCHE,BSIT,BPA,Disagree,Agree,Strongly Agree,Strongly Agree,Family,Agree,Agree,Agree,Family,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,31-50,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,No,Yes
Male,Second Year,BSEE,STEM,BSEE,BSCE,BS_Arch,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Agree,Disagree,Strongly Disagree,Family,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,51-70,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,No,Yes
Male,Third Year,BSBA_BE,BAM,BSBA_MM,BSBA_BE,BSBA_HRM,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Family,Strongly Disagree,Strongly Disagree,Strongly Disagree,Family,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,31-50,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,No,Yes
Male,Third Year,BSCpE,STEM,BSCE,BSME,BSCpE,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Family,Strongly Disagree,Disagree,Agree,Family,Agree,Disagree,Agree,Disagree,Agree,31-50,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Yes,Yes
Female,First Year,BSCE,TVL,BSA,BSCE,BSN,Agree,Strongly Agree,Agree,Agree,Myself,Disagree,Agree,Disagree,Family,Disagree,Disagree,Disagree,Agree,Agree,51-70,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,No,Yes
Male,Second Year,BSIT,TVL,BSIT,BSCS,BSCpE,Strongly Agree,Agree,Agree,Strongly Agree,Myself,Disagree,Agree,Disagree,Myself,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,31-50,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,Yes
Male,Third Year,BSIT,STEM,BSIT,BSPsy,BS_Arch,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Myself,Agree,Strongly Agree,Strongly Agree,Professionals,Agree,Disagree,Disagree,Agree,Disagree,31-50,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Yes,Yes
Male,Third Year,BSIT,TVL,BSIT,BSA,BS_Arch,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Teachers,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,31-50,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Yes,Yes
Male,Second Year,BSIT,STEM,BSN,BSIT,BS_Arch,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Agree,Teachers,Agree,Disagree,Agree,Agree,Disagree,31-50,Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Yes,Yes
Male,First Year,BSCE,STEM,BSCE,BSEd_Eng,BSPsy,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Agree,Family,Agree,Disagree,Agree,Agree,Disagree,51-70,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Yes,Yes
Female,Third Year,BSBA_MM,BAM,BSBA_MM,BSBA_FM,BSA,Strongly Agree,Agree,Agree,Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Teachers,Agree,Disagree,Agree,Agree,Disagree,31-50,Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Yes,Yes
Female,Third Year,BSBA_MM,BAM,BSBA_MM,BSBA_HRM,BSA,Agree,Agree,Strongly Agree,Agree,Myself,Disagree,Disagree,Disagree,Teachers,Disagree,Disagree,Disagree,Disagree,Disagree,31-50,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,No,Yes
Female,Second Year,BS_ENTRE,BAM,BS_ENTRE,BSBA_FM,BSA,Agree,Agree,Agree,Agree,Myself,Agree,Agree,Disagree,Teachers,Agree,Agree,Agree,Disagree,Agree,31-50,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Yes,Yes
Male,Third Year,BSCE,STEM,BSCE,BS_Arch,BSA,Agree,Strongly Agree,Agree,Strongly Agree,Myself,Agree,Agree,Disagree,Teachers,Agree,Disagree,Agree,Disagree,Disagree,31-50,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,No,Yes
Male,Third Year,BSIT,TVL,BSCpE,BSIT,BSA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Teachers,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,31-50,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Yes,Yes
Female,Third Year,BSIT,STEM,BSIT,BSN,BSA,Strongly Agree,Agree,Agree,Agree,Myself,Agree,Agree,Agree,Teachers,Agree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,No,Yes
Female,Third Year,BSCE,STEM,BSCHE,BSCE,BSBio,Strongly Agree,Agree,Agree,Agree,Myself,Disagree,Disagree,Disagree,Teachers,Agree,Disagree,Disagree,Agree,Disagree,31-50,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,No,Yes
Male,Second Year,BSBA_FM,BAM,BSA,BSBA_FM,BSBA_BE,Agree,Agree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Teachers,Agree,Agree,Agree,Strongly Agree,Disagree,31-50,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Agree,Disagree,No,Yes
Female,Second Year,BSA,BAM,BSA,BSN,BSBA_FM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Agree,Teachers,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,31-50,Strongly Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,No,Yes
Male,Third Year,BSBA_BE,BAM,BSA,BSBA_BE,BSBA_FM,Strongly Agree,Agree,Agree,Strongly Agree,Myself,Agree,Agree,Agree,Teachers,Agree,Agree,Strongly Disagree,Agree,Agree,31-50,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,No,Yes
Female,Second Year,BSBA_MM,BAM,BSA,BSBA_MM,BSBA_FM,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Agree,Agree,Agree,Teachers,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,31-50,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,No,Yes
Female,Third Year,BSCE,STEM,BSCE,BS_Arch,BSBA_HRM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Teachers,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,31-50,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Yes,Yes
Female,Second Year,BSA,BAM,BSA,BSBA_FM,BSBA_MM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Agree,Teachers,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,31-50,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Yes,Yes
Female,Second Year,BS_ENTRE,BAM,BSA,BSBA_FM,BSBA_MM,Strongly Agree,Agree,Agree,Strongly Agree,Myself,Disagree,Disagree,Disagree,Teachers,Disagree,Disagree,Agree,Agree,Agree,31-50,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,No,Yes
Female,Third Year,BSIT,TVL,BSIT,BSCS,BSBA_MM,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Disagree,Teachers,Agree,Disagree,Agree,Strongly Agree,Disagree,31-50,Disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Yes,Yes
Female,Third Year,BSA,BAM,BSA,BSBA_FM,BSBA_OM,Agree,Disagree,Strongly Agree,Strongly Agree,Myself,Disagree,Disagree,Disagree,Teachers,Disagree,Disagree,Agree,Agree,Disagree,31-50,Disagree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,No,Yes
Female,Second Year,BSCE,BAM,BSA,BSPsy,BSCE,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Disagree,Disagree,Disagree,Teachers,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,31-50,Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,No,Yes
Male,First Year,BSECE,STEM,BSCHE,BSCS,BSCE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Disagree,Disagree,Teachers,Disagree,Disagree,Disagree,Agree,Disagree,31-50,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Agree,No,Yes
