Sex,Year,Current_Course,SHS_Strand,First_Choice,Second_Choice,Third_Choice,Decision_Making1,Decision_Making5,Personal_Assessment1,Personal_Assessment2,Personal_Assessment3,Personal_Assessment5,Course_Environment2,Course_Environment3,Course_Satisfaction1,Course_Satisfaction2,Course_Satisfaction3,Course_Satisfaction4,Course_Satisfaction5,Academic_Experience1,Academic_Experience2,Academic_Experience3,Academic_Experience4,Same_Course,Different_Course
Male,Third Year,BSCE,STEM,BSME,BSCE,BSIT,Disagree,Family,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,No,Yes
Female,First Year,BSIT,BAM,BSN,BSIT,BSCS,Agree,Myself,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Yes,Yes
Male,First Year,BSCpE,STEM,BSN,BSCpE,BSIT,Agree,Myself,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,No,Yes
Female,Third Year,BSIT,BAM,BSHM,BSTM,BSIT,Agree,Family,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,No,Yes
Female,Second Year,BSTM,BAM,BSTM,BSHM,BSA,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Yes,Yes
Female,Second Year,BSCpE,TVL,BSCpE,BSIT,BSN,Agree,Family,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,No,Yes
Female,Third Year,BSIT,TVL,BSIT,BSCS,BSN,Strongly Agree,Family,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,No,Yes
Female,Third Year,BSCE,STEM,BSN,BSBio,BSPT,Agree,Family,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,No,No
Female,Second Year,BSECE,STEM,BSN,BSPsy,BSPT,Agree,Family,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,No,Yes
Male,Third Year,BSIT,STEM,BSIT,BSN,BSPT,Strongly Agree,Family,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,No,Yes
Male,Second Year,BSTM,BAM,BSA,BSTM,BSPsy,Disagree,Family,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Yes,No
Female,Second Year,BSIT,TVL,BSIT,BSBA_HRM,BSPsy,Agree,Family,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,No,Yes
Female,Third Year,BSIT,STEM,BSIT,BSMath,BSPsy,Disagree,Family,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,No,Yes
Female,Third Year,BSIT,STEM,BSIT,BSMath,BSPsy,Disagree,Family,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Yes,Yes
Female,Third Year,BSIT,STEM,BSIT,BSMath,BSPsy,Strongly Disagree,Family,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Yes,Yes
Female,First Year,BSCpE,HESS,BSIT,BSTM,BSN,Agree,Family,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,No,Yes
Female,Third Year,BSBA_FM,BAM,BSBA_MM,BSBA_FM,BSTM,Agree,Family,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,No,Yes
Female,Third Year,BSCE,STEM,BSCE,BS_Arch,BSTM,Agree,Family,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Yes,Yes
Female,Third Year,BSBA_OM,HESS,BPA,BAC,BSEd_SS,Agree,Family,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,No
Female,Third Year,BSBA_BE,HESS,BSPsy,BSN,BSBA_BE,Strongly Agree,Institution,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,No,Yes
Female,Second Year,BSCE,STEM,BS_Arch,BSCE,BSCHE,Agree,Family,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,No,Yes
Female,Second Year,BSCE,STEM,BSN,BS_Arch,BSCE,Disagree,Family,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly Disagree,No,No
Female,Third Year,BSIT,BAM,BSBA_FM,BSBA_MM,BSCE,Disagree,Family,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,No,Yes
Female,Third Year,BSA,BAM,BSA,BSBA_BE,BSBA_FM,Agree,Teachers,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Yes,Yes
Male,Second Year,BSIT,STEM,BSIT,BSCpE,BSCS,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Yes,No
Female,Third Year,BSCS,TVL,BSIT,BSCS,BSCpE,Strongly Agree,Myself,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Yes,No
Female,Third Year,BSCS,TVL,BSIT,BSCS,BSCpE,Strongly Agree,Myself,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Yes,No
Female,Second Year,BSIT,TVL,BSIT,BSCS,BSCpE,Disagree,Myself,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Yes,No
Female,First Year,BSIT,STEM,BSPsy,BSN,BSIT,Agree,Myself,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Yes,No
Female,Third Year,BSCS,TVL,BEEd,BSCS,BSIT,Strongly Agree,Myself,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,No,Yes
Female,Third Year,BSCS,BAM,BSA,BSPsy,BSCE,Strongly Agree,Myself,Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Agree,Agree,Yes,No
Male,Second Year,BSIT,STEM,BSIT,BSA,BSMath,Strongly Agree,Myself,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Yes,No
Female,Third Year,BSCS,BAM,BSA,BSPsy,BSCE,Strongly Agree,Myself,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Yes,No
Female,Third Year,BSBA_MM,BAM,BSA,BSBA_MM,BAC,Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Agree,Agree,Yes,No
Female,Second Year,BSBA_FM,BAM,BSBA_FM,BS_ENTRE,BEEd,Strongly Agree,Myself,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Yes,No
Female,Third Year,BSIT,TVL,BSIT,BSIT,BPEd,Strongly Agree,Myself,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,No
Male,Second Year,BSCE,STEM,BSCE,BSEE,BPA,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Yes,No
Female,Second Year,BS_ENTRE,BAM,BSA,BSBA_FM,BS_Arch,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,No,Yes
Female,Second Year,BSCE,STEM,BSCE,BSA,BS_Arch,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,No,Yes
Female,Third Year,BSCE,STEM,BSCE,BSTM,BS_Arch,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Yes,No
Female,Second Year,BSIT,TVL,BSIT,BSCS,BS_Arch,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Yes,No
Male,Second Year,BSIT,STEM,BSN,BSIT,BS_Arch,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Yes,Yes
Female,Second Year,BS_ENTRE,TVL,BSBA_MM,BSHM,BSA,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Yes,No
Female,Third Year,BSCE,BAM,BSBA_HRM,BSBA_FM,BSA,Disagree,Myself,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,No,Yes
Female,Second Year,BSCpE,STEM,BSCE,BSCpE,BSA,Agree,Myself,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,No,No
Female,First Year,BSEE,BAM,BSEE,BSCE,BSA,Strongly Agree,Myself,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Yes,No
Female,Third Year,BSIT,TVL,BSIT,BSECE,BSA,Strongly Agree,Myself,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Yes,Yes
Male,Second Year,BSIT,STEM,BSCE,BSIT,BSA,Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Yes,No
Female,First Year,BSCHE,STEM,BSN,BSPT,BSBio,Agree,Myself,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,No,Yes
Female,Third Year,BSCE,STEM,BSCE,BSA,BSA,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Agree,Agree,Yes,No
Male,Third Year,BSCE,STEM,BSCE,BSCHE,BSBio,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,No
Female,Second Year,BSCE,STEM,BSCE,BSCpE,BSBio,Strongly Agree,Myself,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,No,Yes
Male,Third Year,BSCS,STEM,BSCS,BSCpE,BSBio,Agree,Myself,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Yes,No
Female,Third Year,BSIT,STEM,BSIT,BSCS,BSBio,Strongly Agree,Myself,Agree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,No,Yes
Female,Third Year,BSA,BAM,BSA,BS_ENTRE,BSBA_FM,Disagree,Myself,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,No,No
Female,Second Year,BSBA_MM,BAM,BSA,BSBA_MM,BSBA_FM,Strongly Agree,Myself,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Yes,No
Female,Second Year,BS_ENTRE,BAM,BSA,BS_ENTRE,BSBA_FM,Strongly Agree,Myself,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Yes,No
Female,Third Year,BSTM,BAM,BSTM,BSA,BSBA_FM,Agree,Myself,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Yes,No
Female,Third Year,BSIT,HESS,BSIT,BSPsy,BSBA_FM,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,No,Yes
Female,Second Year,BSA,BAM,BSA,BSBA_FM,BSBA_HRM,Agree,Myself,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,No,Yes
Female,Second Year,BS_ENTRE,BAM,BSA,BSBA_FM,BSBA_HRM,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,No,Yes
Male,Second Year,BS_ENTRE,BAM,BSHM,BS_ENTRE,BSBA_HRM,Agree,Myself,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,No,Yes
Female,Second Year,BSIT,STEM,BSCpE,BSIT,BSBA_HRM,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,No,No
Male,Third Year,BSA,BAM,BSA,BSBA_FM,BSBA_MM,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Yes,No
Female,Second Year,BSA,BAM,BSA,BSBA_FM,BSBA_MM,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Yes,No
Female,Third Year,BSA,BAM,BSA,BSBA_FM,BSBA_MM,Agree,Myself,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Agree,Yes,No
Female,Third Year,BSBA_FM,BAM,BSA,BSBA_FM,BSBA_MM,Strongly Agree,Myself,Strongly Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,No,Yes
Female,Third Year,BSBA_OM,BAM,BSA,BSBA_FM,BSBA_MM,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Yes,No
Female,Second Year,BS_ENTRE,BAM,BSPT,BS_ENTRE,BSBA_MM,Strongly Agree,Myself,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,No,Yes
Female,Third Year,BSCE,STEM,BSCE,BSEE,BSBA_MM,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,No,No
Female,Second Year,BSIT,STEM,BSECE,BSIT,BSBA_MM,Agree,Myself,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Yes,No
Female,Third Year,BSA,BAM,BSA,BSBA_FM,BSBA_OM,Agree,Myself,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Yes,No
Male,Second Year,BSCHE,STEM,BSCHE,BSCHE,BSCHE,Strongly Agree,Myself,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Yes,No
Male,Second Year,BSCE,STEM,BSCE,BS_Arch,BSCHE,Agree,Myself,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,No,Yes
Female,Third Year,BSCE,STEM,BSCE,BSME,BSCHE,Strongly Agree,Myself,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Agree,Yes,No
Female,Second Year,BSME,BAM,BSCE,BSME,BSCHE,Strongly Agree,Myself,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Yes,No
Female,Second Year,BSME,BAM,BSCE,BSME,BSCHE,Strongly Agree,Myself,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Yes,No
Female,First Year,BSCHE,STEM,BSCHE,BSBio,BSChem,Agree,Myself,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Yes,No
Male,First Year,BSCE,BAM,BSCE,BSEd_Math,BSBA_MM,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Agree,No,Yes
Male,Second Year,BSCE,STEM,BSCE,BSECE,BSCpE,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Disagree,Yes,No
Male,Second Year,BSCE,STEM,BSCE,BSECE,BSCpE,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Yes,No
Male,First Year,BSCS,STEM,BSCS,BSIT,BSCpE,Agree,Myself,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Disagree,Yes,No
Male,Third Year,BSCS,TVL,BSCS,BSIT,BSCpE,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Yes,No
Male,First Year,BSIT,STEM,BSCpE,BSIT,BSCE,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Yes,No
Male,Third Year,BSIT,STEM,BSIT,BSCS,BSCpE,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree,Yes,No
Female,Third Year,BSIT,STEM,BSIT,BSCS,BSCpE,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Yes,No
Female,Third Year,BSIT,STEM,BSIT,BSCS,BSCpE,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Yes,No
Male,Second Year,BSIT,STEM,BSIT,BSCS,BSCpE,Strongly Agree,Myself,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Agree,Yes,No
Male,Third Year,BSIT,TVL,BSIT,BSCS,BSCpE,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Yes,No
Female,Third Year,BSHM,HESS,BSPsy,BSHM,BSEd_Fil,Strongly Agree,Myself,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,No,Yes
Female,Third Year,BSIT,TVL,BSCS,BSIT,BSCpE,Strongly Agree,Myself,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,No
Male,Second Year,BSIT,STEM,BSIT,BSIT,BSCpE,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Yes,No
Male,Third Year,BSIT,BAM,BSTM,BSIT,BSCpE,Disagree,Myself,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,No,Yes
Male,Third Year,BSIT,STEM,BSIT,BSME,BSCpE,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Yes,No
Male,Second Year,BSCpE,STEM,BSCpE,BSIT,BSCS,Agree,Myself,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Disagree,Yes,No
Female,Third Year,BSCpE,STEM,BSCpE,BSIT,BSCS,Strongly Agree,Myself,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Yes,Yes
Male,Second Year,BSCpE,STEM,BSCpE,BSIT,BSCS,Agree,Myself,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Disagree,Disagree,Agree,Yes,No
Male,Second Year,BSCS,STEM,BSCHE,BSME,BSCS,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Yes,No
Male,Third Year,BSCS,STEM,BSCHE,BSME,BSCS,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Yes,No
Female,First Year,BSEE,STEM,BSEE,BSCpE,BSCS,Agree,Myself,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Yes,No
Female,First Year,BSIT,TVL,BSIT,BSCS,BSCpE,Strongly Agree,Myself,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Yes,No
Male,Third Year,BSIT,STEM,BSIT,BSCpE,BSCS,Strongly Agree,Myself,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Yes,No
Male,Third Year,BSIT,STEM,BSIT,BSCpE,BSCS,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Yes,No
Female,Third Year,BSA,HESS,BSA,BAC,BS_Arch,Strongly Agree,Myself,Disagree,Agree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Yes,Yes
